,run_accession,study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,biosample,bioproject,instrument,instrument_model,instrument_model_desc,total_spots,total_size,run_total_spots,run_total_bases,run_alias,public_filename,public_size,public_date,public_md5,public_version,public_semantic_name,public_supertype,public_sratoolkit,aws_url,aws_free_egress,aws_access_type,public_url,ncbi_url,ncbi_free_egress,ncbi_access_type,gcp_url,gcp_free_egress,gcp_access_type,experiment_alias,strain,isolate,host,isolation_source,collection_date,geo_loc_name,sample_type,host_tissue_sampled,biosamplemodel,lat_lon,breed,tissue,gold ecosystem classification,cultivar,age,biomaterial_provider,collected_by,biological_replicate,replicate,samp_mat_process,samp_size,ref_biomaterial,rel_to_oxygen,samp_collect_device,ecotype,identified_by,sex,dev_stage,ena-first-public,ena-last-update,external id,insdc center name,insdc first public,insdc last update,insdc status,submitter id,common name,sample name,scientific_name,phenotype,experimental factor: compound,experimental factor: dose,ebi_url,ebi_free_egress,ebi_access_type,broker name,altitude,env_broad_scale,env_local_scale,env_medium,season,type_of_nucleic_acid,arrayexpress-species,sample description,experimental factor: growth condition,experimental factor: stimulus,experimental factor: immunoprecipitate,cell type,developmental stage,genotype,growth condition,indivudal,organism part,progenitor cell type,source_name,treatment,sample_name,elev,env_feature,depth,env_material,env_biome,ena first public,ena last update,insdc center alias,collection date,environment (biome),environment (feature),environment (material),geographic location (country and/or sea),geographic location (latitude),geographic location (longitude),investigation type,project name,sequencing method,wastewater/sludge environmental package,cell_line,cell_type,nucleic_acid,sample_timepoint,host_subject_id,isolation source,isol_growth_condt,propagation,number_of_cells,target_molecules,site_name,chlorophyll,conduc,diss_inorg_carb,bacterial_count,samp_volume,min_filter_size,max_filter_size,sequencing_method,sequencing_machine,std_norm_factor,specimen_voucher,source_material_id,sample_number,sample_source,investigation_type,temp,geographic_location,ena_fastq_http,ena_fastq_http_1,ena_fastq_http_2,ena_fastq_ftp,ena_fastq_ftp_1,ena_fastq_ftp_2,contigs_510
180,SRR6233773,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342199,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 23,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643605,,SAMN07829541,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,25051911,1618358575,25051911,2530243011,Sample_r738s46_hs_fq_sr_Kube_AT_1.fq,SRR6233773.sralite,692205811,2020-06-20 10:30:38,1820604c623fa0b6f9de3f3cac28d8b7,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-4/SRR6233773/SRR6233773.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233773.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233773.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR6233773/SRR6233773.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (20ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (26ng/ml, Jackson ImmunoResearch), CpG (0.5muM, ODN2006, Invivogen), IL10 (25ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-4,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/003/SRR6233773/SRR6233773.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/003/SRR6233773/SRR6233773.fastq.gz,,,0
181,SRR6233774,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342198,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 24,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643603,,SAMN07829542,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,28795189,1851236086,28795189,2908314089,Sample_r738s56_hs_fq_sr_Kube_BD_1.fq,SRR6233774.sralite,795194160,2020-06-20 10:22:45,15b63464b53a390ff305846ef14e3e63,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-4/SRR6233774/SRR6233774.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233774.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233774.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR6233774/SRR6233774.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (20ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (26ng/ml, Jackson ImmunoResearch), rhIGF-1 (20ng/ml, Peprotech), CpG (0.5muM, ODN2006, Invivogen), IL10 (25ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-4,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/004/SRR6233774/SRR6233774.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/004/SRR6233774/SRR6233774.fastq.gz,,,0
182,SRR6233775,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342197,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 21,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643602,,SAMN07829539,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,22210158,1383567955,22210158,2243225958,Sample_r738s7_hs_fq_sr_Kube_G_1.fq,SRR6233775.sralite,613889732,2020-06-24 00:28:03,5eea69b7f8cfc5c046cd58def6ff6472,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR6233775/SRR6233775.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233775.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233775.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR6233775/SRR6233775.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (100ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch), CpG (0.5muM, ODN2006, Invivogen), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/005/SRR6233775/SRR6233775.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/005/SRR6233775/SRR6233775.fastq.gz,,,0
183,SRR6233776,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342196,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 29,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643601,,SAMN07829547,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,37056476,2354049973,37056476,3742704076,Sample_r738s37_hs_fq_sr_Kube_AK_1.fq,SRR6233776.sralite,1022109575,2020-06-20 10:23:59,5f67328506f7622dffe1660baa85974d,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-4/SRR6233776/SRR6233776.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233776.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233776.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR6233776/SRR6233776.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (20ng/ml, AutogenBioclear), rhIGF-1 (100ng/ml, Peprotech), CpG (0.1muM, ODN2006, Invivogen), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-4,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/006/SRR6233776/SRR6233776.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/006/SRR6233776/SRR6233776.fastq.gz,,,0
184,SRR6233777,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342195,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 30,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643600,,SAMN07829548,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,43431259,2802473002,43431259,4386557159,Sample_r738s16_hs_rna_sr_Kube_P_1.fq,SRR6233777.sralite,1185346949,2020-06-14 00:47:03,4bc8141b84fb45f5a1babe5dbbd0c34a,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR6233777/SRR6233777.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233777.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233777.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR6233777/SRR6233777.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (100ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (26ng/ml, Jackson ImmunoResearch), rhIGF-1 (20ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-4,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/007/SRR6233777/SRR6233777.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/007/SRR6233777/SRR6233777.fastq.gz,,,0
185,SRR6233778,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342194,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 9,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643599,,SAMN07829527,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,23025863,1462186111,23025863,2325612163,Sample_r738s35_hs_fq_sr_Kube_AI_1.fq,Sample_r738s35_hs_fq_sr_Kube_AI_1.fq,6044043849,2020-03-16 14:39:27,8cdcb93e23ac8312178e6206b7d01b64,1,fastq,Original,0,s3://sra-pub-src-7/SRR6233778/Sample_r738s35_hs_fq_sr_Kube_AI_1.fq,-,Use Cloud Data Delivery,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233778.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233778.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR6233778/SRR6233778.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (20ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch), rhIGF-1 (20ng/ml, Peprotech), CpG (0.1muM, ODN2006, Invivogen), IL10 (5ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/008/SRR6233778/SRR6233778.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/008/SRR6233778/SRR6233778.fastq.gz,,,0
186,SRR6233779,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342193,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 10,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643598,,SAMN07829528,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,28683263,1817776501,28683263,2897009563,Sample_r738s36_hs_fq_sr_Kube_AJ_1.fq,SRR6233779.sralite,792087045,2020-06-20 10:23:22,799ae442617315e86cca4292d766b087,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-4/SRR6233779/SRR6233779.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233779.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233779.sralite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR6233779/SRR6233779.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (100ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch), rhIGF-1 (20ng/ml, Peprotech), CpG (0.1muM, ODN2006, Invivogen), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/009/SRR6233779/SRR6233779.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/009/SRR6233779/SRR6233779.fastq.gz,,,0
187,SRR6233780,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342192,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 22,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643597,,SAMN07829540,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,32786496,2028418150,32786496,3311436096,Sample_r738s5_hs_fq_sr_Kube_E_1.fq,SRR6233780.sralite,904738351,2020-06-14 00:38:38,6f709994d49b6d44eb1b512a598ff5df,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR6233780/SRR6233780.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233780.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233780.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR6233780/SRR6233780.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch), rhIGF-1 (100ng/ml, Peprotech), CpG (0.5muM, ODN2006, Invivogen), IL10 (25ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/000/SRR6233780/SRR6233780.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/000/SRR6233780/SRR6233780.fastq.gz,,,0
188,SRR6233781,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342191,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 5,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643596,,SAMN07829523,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,28865862,1796478989,28865862,2915452062,Sample_r738s66_hs_rna_sr_Kube_BO_1.fq,SRR6233781.sralite,791234170,2020-06-20 10:17:47,a10054942848abcb50dec2eaf0ce3c80,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-4/SRR6233781/SRR6233781.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233781.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233781.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR6233781/SRR6233781.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (100ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (26ng/ml, Jackson ImmunoResearch), IL10 (25ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/001/SRR6233781/SRR6233781.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/001/SRR6233781/SRR6233781.fastq.gz,,,0
189,SRR6233782,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342190,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 6,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643595,,SAMN07829524,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,41101671,2690735265,41101671,4151268771,Sample_r738s77_hs_fq_sr_Kube_BZ_1.fq,SRR6233782.sralite,1133216878,2020-06-14 00:43:19,ca44d22385f2a616440e124a6732d7b8,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR6233782/SRR6233782.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233782.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233782.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR6233782/SRR6233782.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (20ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch), rhIGF-1 (20ng/ml, Peprotech), IL10 (5ng/ml, Peprotech), for 24",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/002/SRR6233782/SRR6233782.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/002/SRR6233782/SRR6233782.fastq.gz,,,0
190,SRR6233783,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342189,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 7,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643594,,SAMN07829525,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,39444902,2608698448,39444902,3983935102,Sample_r738s96_hs_fq_sr_Kube_CS_1.fq,SRR6233783.sralite,1087656756,2020-06-14 00:39:59,adaabf05efe6f15897934f69f436380f,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR6233783/SRR6233783.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233783.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233783.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR6233783/SRR6233783.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (20ng/ml, AutogenBioclear), a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch), rhIGF-1 (20ng/ml, Peprotech), CpG (0.5muM, ODN2006, Invivogen), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/003/SRR6233783/SRR6233783.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/003/SRR6233783/SRR6233783.fastq.gz,,,0
191,SRR6233784,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342188,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 8,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643593,,SAMN07829526,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,32601959,2102739092,32601959,3292797859,Sample_r738s55_hs_fq_sr_Kube_BC_1.fq,SRR6233784.sralite,899807373,2020-06-20 10:23:31,3a520b9ed5dad83b9e0c594e0034f345,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-7/SRR6233784/SRR6233784.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233784.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233784.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR6233784/SRR6233784.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CpG (0.1muM, ODN2006, Invivogen), IL10 (25ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/004/SRR6233784/SRR6233784.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/004/SRR6233784/SRR6233784.fastq.gz,,,0
192,SRR6233785,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX3342187,"P493-6 cell line, environmental stimuli","P493-6 cell line, environmental stimuli",9606,Homo sapiens,P493-6 combination 1,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS2643592,,SAMN07829519,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,23210613,1477674566,23210613,2344271913,Sample_r738s27_hs_fq_sr_Kube_AA_1.fq,SRR6233785.sralite,641488025,2020-06-24 00:29:12,02eed3a87c18b405654f507db805b16c,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR6233785/SRR6233785.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233785.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/233/SRR6233785.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR6233785/SRR6233785.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sCD40L (100ng/ml, AutogenBioclear), CpG (0.5muM, ODN2006, Invivogen), IL10 (25ng/ml, Peprotech), for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR623/005/SRR6233785/SRR6233785.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR623/005/SRR6233785/SRR6233785.fastq.gz,,,0
